ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
3718	"ENSG00000214063"	"TSPAN4"	chr11	+	847169	847300	847200	847300	844152	844186
3720	"ENSG00000141562"	"NARF"	chr17	+	82459991	82460072	82459999	82460072	82458874	82459123
3721	"ENSG00000141562"	"NARF"	chr17	+	82483715	82484950	82484812	82484950	82481081	82481211
3731	"ENSG00000164066"	"INTU"	chr4	+	127685441	127687867	127687740	127687867	127684408	127684486
3732	"ENSG00000164066"	"INTU"	chr4	+	127687677	127687867	127687740	127687867	127684408	127684486
3733	"ENSG00000164066"	"INTU"	chr4	+	127687677	127687867	127687740	127687867	127685441	127685569
3734	"ENSG00000126522"	"ASL"	chr7	+	66086743	66087791	66087728	66087791	66083076	66083174
3735	"ENSG00000126522"	"ASL"	chr7	+	66086743	66088921	66088806	66088921	66083076	66083174
3736	"ENSG00000126522"	"ASL"	chr7	+	66086743	66088921	66088806	66088921	66086584	66086662
3740	"ENSG00000157388"	"CACNA1D"	chr3	+	53801057	53801425	53801211	53801425	53800248	53800859
3742	"ENSG00000143624"	"INTS3"	chr1	+	153772339	153772711	153772638	153772711	153771795	153771963
3746	"ENSG00000137713"	"PPP2R1B"	chr11	-	111742052	111742665	111742052	111742144	111743375	111743530
3754	"ENSG00000073331"	"ALPK1"	chr4	+	112377677	112377898	112377729	112377898	112343011	112343173
3755	"ENSG00000073331"	"ALPK1"	chr4	+	112411722	112412025	112411826	112412025	112382503	112382552
3758	"ENSG00000166913"	"YWHAB"	chr20	+	44887544	44887742	44887647	44887742	44886878	44886978
3772	"ENSG00000108591"	"DRG2"	chr17	+	18099632	18100435	18100362	18100435	18093812	18093968
3773	"ENSG00000108591"	"DRG2"	chr17	+	18099632	18100435	18100362	18100435	18099016	18099077
3774	"ENSG00000108591"	"DRG2"	chr17	+	18099632	18100435	18100362	18100435	18099016	18099093
3776	"ENSG00000108591"	"DRG2"	chr17	+	18104559	18104681	18104622	18104681	18103800	18103889
3791	"ENSG00000203875"	"SNHG5"	chr6	-	85677423	85677875	85677423	85677492	85678135	85678188
3793	"ENSG00000203875"	"SNHG5"	chr6	-	85677423	85678032	85677423	85677875	85678135	85678188
3794	"ENSG00000203875"	"SNHG5"	chr6	-	85677794	85677899	85677794	85677875	85678135	85678188
3795	"ENSG00000203875"	"SNHG5"	chr6	-	85677794	85678032	85677794	85677899	85678135	85678188
3803	"ENSG00000137802"	"MAPKBP1"	chr15	+	41775166	41775389	41775261	41775389	41774547	41774610
3814	"ENSG00000121064"	"SCPEP1"	chr17	+	56994904	56995635	56995506	56995635	56991098	56991171
3830	"ENSG00000161912"	"ADCY10P1"	chr6	+	41108948	41109904	41109712	41109904	41108304	41108509
3833	"ENSG00000156876"	"SASS6"	chr1	-	100107627	100108004	100107627	100107717	100110291	100110483
3855	"ENSG00000132466"	"ANKRD17"	chr4	-	73135116	73135265	73135116	73135262	73141740	73141843
3858	"ENSG00000167995"	"BEST1"	chr11	+	61959891	61962893	61962254	61962893	61950359	61950427
3859	"ENSG00000167995"	"BEST1"	chr11	+	61958145	61959578	61959497	61959578	61957386	61957464
3860	"ENSG00000167995"	"BEST1"	chr11	+	61959891	61962893	61962254	61962893	61957386	61957464
3866	"ENSG00000272690"	"LINC02018"	chr3	+	75443507	75443646	75443511	75443646	75435333	75435413
3878	"ENSG00000237753"	"AC079922.2"	chr2	-	112642082	112643293	112642082	112642189	112643958	112644015
3887	"ENSG00000198792"	"TMEM184B"	chr22	-	38231243	38231399	38231243	38231334	38245934	38246100
3888	"ENSG00000198792"	"TMEM184B"	chr22	-	38231243	38231399	38231243	38231334	38247769	38248019
3889	"ENSG00000177054"	"ZDHHC13"	chr11	+	19166301	19170568	19170410	19170568	19165051	19165145
3890	"ENSG00000017260"	"ATP2C1"	chr3	+	130992930	130993001	130992950	130993001	130967329	130967419
3891	"ENSG00000017260"	"ATP2C1"	chr3	+	130992930	130993001	130992950	130993001	130975331	130975488
3892	"ENSG00000017260"	"ATP2C1"	chr3	+	130992930	130993001	130992950	130993001	130980581	130980679
3898	"ENSG00000134852"	"CLOCK"	chr4	-	55438281	55438537	55438281	55438407	55443686	55443896
3899	"ENSG00000122008"	"POLK"	chr5	+	75593877	75594049	75593965	75594049	75587025	75587058
3908	"ENSG00000184271"	"POU6F1"	chr12	-	51206788	51206947	51206788	51206883	51217641	51217708
3910	"ENSG00000154144"	"TBRG1"	chr11	+	124626812	124627050	124626903	124627050	124624930	124625001
3912	"ENSG00000154144"	"TBRG1"	chr11	+	124626812	124627050	124626903	124627050	124626472	124626609
3916	"ENSG00000189337"	"KAZN"	chr1	+	15060171	15063622	15063571	15063622	15043988	15044159
3917	"ENSG00000189337"	"KAZN"	chr1	+	15060171	15063622	15063571	15063622	15056090	15056280
3918	"ENSG00000145247"	"OCIAD2"	chr4	-	48892771	48894053	48892771	48892889	48897803	48897857
3920	"ENSG00000138796"	"HADH"	chr4	+	108023473	108027760	108027687	108027760	108019539	108019666
3930	"ENSG00000177058"	"SLC38A9"	chr5	-	55672562	55672822	55672562	55672695	55697845	55697994
3935	"ENSG00000108509"	"CAMTA2"	chr17	-	4981677	4981831	4981677	4981742	4982088	4982227
3945	"ENSG00000102796"	"DHRS12"	chr13	-	51767994	51769293	51767994	51768296	51773929	51774034
3947	"ENSG00000155508"	"CNOT8"	chr5	+	154863206	154863395	154863211	154863395	154858651	154858768
3949	"ENSG00000155508"	"CNOT8"	chr5	+	154863206	154863395	154863211	154863395	154859666	154859837
3953	"ENSG00000106692"	"FKTN"	chr9	+	105619905	105620061	105619933	105620061	105607818	105607951
3954	"ENSG00000106692"	"FKTN"	chr9	+	105619905	105620061	105619933	105620061	105615277	105615407
3961	"ENSG00000118564"	"FBXL5"	chr4	-	15644492	15644708	15644492	15644657	15656228	15656342
3966	"ENSG00000258315"	"C17orf49"	chr17	+	7016909	7017014	7016949	7017014	7016494	7016525
3977	"ENSG00000137807"	"KIF23"	chr15	+	69444789	69445041	69444810	69445041	69440307	69440487
3982	"ENSG00000003056"	"M6PR"	chr12	-	8943404	8943584	8943404	8943535	8945417	8945584
3983	"ENSG00000003056"	"M6PR"	chr12	-	8946228	8946405	8946228	8946387	8946715	8946824
3984	"ENSG00000266733"	"TBC1D29P"	chr17	+	30559023	30559726	30559631	30559726	30557111	30558917
3989	"ENSG00000155229"	"MMS19"	chr10	-	97467504	97467603	97467504	97467583	97468965	97469104
3990	"ENSG00000155229"	"MMS19"	chr10	-	97467504	97467603	97467504	97467583	97469645	97469723
3996	"ENSG00000108961"	"RANGRF"	chr17	+	8289257	8290092	8289812	8290092	8288955	8289072
4001	"ENSG00000125089"	"SH3TC1"	chr4	+	8209664	8209822	8209747	8209822	8199370	8199405
4004	"ENSG00000125089"	"SH3TC1"	chr4	+	8218244	8218347	8218270	8218347	8216956	8217167
4010	"ENSG00000144659"	"SLC25A38"	chr3	+	39394409	39394576	39394449	39394576	39391852	39392021
4011	"ENSG00000144659"	"SLC25A38"	chr3	+	39394409	39394576	39394449	39394576	39393680	39393776
4013	"ENSG00000168824"	"NSG1"	chr4	+	4417234	4419058	4418783	4419058	4409572	4409683
4020	"ENSG00000161013"	"MGAT4B"	chr5	-	179798512	179798591	179798512	179798576	179799064	179799121
4021	"ENSG00000161013"	"MGAT4B"	chr5	-	179798927	179799175	179798927	179799121	179799505	179799636
4023	"ENSG00000161013"	"MGAT4B"	chr5	-	179799202	179799310	179799202	179799250	179799953	179800068
4032	"ENSG00000178950"	"GAK"	chr4	-	850935	851084	850935	851017	859605	859722
4033	"ENSG00000178950"	"GAK"	chr4	-	850935	851974	850935	851084	865121	865244
4035	"ENSG00000125733"	"TRIP10"	chr19	+	6746432	6746561	6746451	6746561	6744799	6744994
4036	"ENSG00000174227"	"PIGG"	chr4	+	500395	500601	500461	500601	499257	499489
4037	"ENSG00000134825"	"TMEM258"	chr11	-	61789784	61789990	61789784	61789921	61790374	61790602
4039	"ENSG00000145331"	"TRMT10A"	chr4	-	99559153	99559361	99559153	99559350	99563367	99563668
4048	"ENSG00000242086"	"MUC20-OT1"	chr3	+	195688191	195688319	195688197	195688319	195686314	195686389
4058	"ENSG00000233058"	"LINC00884"	chr3	+	194487455	194488726	194488598	194488726	194487145	194487172
4064	"ENSG00000109065"	"NAT9"	chr17	-	74771959	74772054	74771959	74771977	74772895	74773039
4065	"ENSG00000109065"	"NAT9"	chr17	-	74771959	74772117	74771959	74771977	74772895	74773039
4066	"ENSG00000109065"	"NAT9"	chr17	-	74771959	74772277	74771959	74771977	74772895	74773039
4067	"ENSG00000109065"	"NAT9"	chr17	-	74771959	74772117	74771959	74772054	74772895	74773039
4068	"ENSG00000109065"	"NAT9"	chr17	-	74771959	74772277	74771959	74772054	74772895	74773039
4073	"ENSG00000109065"	"NAT9"	chr17	-	74775621	74775852	74775621	74775707	74776270	74776361
4078	"ENSG00000103064"	"SLC7A6"	chr16	+	68273794	68273904	68273817	68273904	68264559	68264576
4079	"ENSG00000103064"	"SLC7A6"	chr16	+	68273794	68273904	68273821	68273904	68266601	68266721
4080	"ENSG00000103064"	"SLC7A6"	chr16	+	68273794	68273904	68273817	68273904	68272978	68273044
4082	"ENSG00000164073"	"MFSD8"	chr4	-	127917824	127920836	127917824	127919338	127921523	127921771
4087	"ENSG00000164073"	"MFSD8"	chr4	-	127938782	127938838	127938782	127938836	127943751	127943992
4117	"ENSG00000114867"	"EIF4G1"	chr3	+	184317716	184317816	184317749	184317816	184316131	184316218
4122	"ENSG00000114867"	"EIF4G1"	chr3	+	184323404	184323593	184323407	184323593	184322820	184322954
4124	"ENSG00000114867"	"EIF4G1"	chr3	+	184331265	184331606	184331471	184331606	184328908	184328990
4129	"ENSG00000161204"	"ABCF3"	chr3	+	184187396	184187761	184187663	184187761	184186795	184186875
4130	"ENSG00000161204"	"ABCF3"	chr3	+	184187663	184187983	184187860	184187983	184187396	184187443
4131	"ENSG00000161204"	"ABCF3"	chr3	+	184189087	184189277	184189254	184189277	184188928	184188988
4138	"ENSG00000088387"	"DOCK9"	chr13	-	98855897	98860522	98855897	98856031	98863018	98863132
4142	"ENSG00000169696"	"ASPSCR1"	chr17	+	82016799	82017113	82016940	82017113	82016475	82016527
4163	"ENSG00000107758"	"PPP3CB"	chr10	-	73446491	73446576	73446491	73446573	73467552	73467678
4164	"ENSG00000100151"	"PICK1"	chr22	+	38057752	38057850	38057819	38057850	38057264	38057436
4165	"ENSG00000100151"	"PICK1"	chr22	+	38057752	38057850	38057819	38057850	38057482	38057587
4166	"ENSG00000100151"	"PICK1"	chr22	+	38073772	38074451	38074306	38074451	38072999	38073092
4168	"ENSG00000163584"	"RPL22L1"	chr3	-	170868297	170868390	170868297	170868387	170869964	170870033
4173	"ENSG00000171757"	"LRRC34"	chr3	-	169793472	169796369	169793472	169793838	169800658	169800754
4174	"ENSG00000068650"	"ATP11A"	chr13	+	112881812	112887168	112881815	112887168	112875775	112875941
4175	"ENSG00000068650"	"ATP11A"	chr13	+	112881812	112887168	112881875	112887168	112875775	112875941
4176	"ENSG00000068650"	"ATP11A"	chr13	+	112881815	112887168	112881875	112887168	112875775	112875941
4177	"ENSG00000068650"	"ATP11A"	chr13	+	112881812	112887168	112881815	112887168	112878216	112878303
4179	"ENSG00000068650"	"ATP11A"	chr13	+	112881815	112887168	112881875	112887168	112878216	112878303
4180	"ENSG00000068650"	"ATP11A"	chr13	+	112881812	112887168	112881815	112887168	112880545	112880649
4194	"ENSG00000255152"	"MSH5-SAPCD1"	chr6	+	31761749	31761865	31761817	31761865	31761187	31761262
4207	"ENSG00000107404"	"DVL1"	chr1	-	1339286	1339649	1339286	1339439	1339735	1339812
4216	"ENSG00000154556"	"SORBS2"	chr4	-	185630548	185630598	185630548	185630583	185638876	185639035
4217	"ENSG00000154556"	"SORBS2"	chr4	-	185630548	185630598	185630548	185630583	185646667	185646782
4220	"ENSG00000168827"	"GFM1"	chr3	+	158653309	158653467	158653313	158653467	158652197	158652246
4249	"ENSG00000163755"	"HPS3"	chr3	+	149167888	149167983	149167892	149167983	149163841	149163949
4256	"ENSG00000188313"	"PLSCR1"	chr3	-	146521543	146521705	146521543	146521701	146521832	146522053
4261	"ENSG00000188313"	"PLSCR1"	chr3	-	146521543	146522053	146521543	146521705	146533469	146533550
4262	"ENSG00000188313"	"PLSCR1"	chr3	-	146521832	146522053	146521832	146521981	146533469	146533550
4266	"ENSG00000158062"	"UBXN11"	chr1	-	26284361	26285541	26284361	26284482	26285822	26286037
4273	"ENSG00000253438"	"PCAT1"	chr8	+	127339279	127339435	127339280	127339435	127006554	127006618
4279	"ENSG00000010295"	"IFFO1"	chr12	-	6548064	6548160	6548064	6548157	6549475	6549484
4281	"ENSG00000010295"	"IFFO1"	chr12	-	6548064	6548545	6548064	6548160	6549755	6549896
4282	"ENSG00000010295"	"IFFO1"	chr12	-	6548667	6548849	6548667	6548825	6549755	6549896
4285	"ENSG00000187514"	"PTMA"	chr2	+	231711347	231711983	231711889	231711983	231708529	231708751
4296	"ENSG00000134802"	"SLC43A3"	chr11	-	57425988	57426389	57425988	57426352	57427061	57427115
4297	"ENSG00000134802"	"SLC43A3"	chr11	-	57425988	57426389	57425988	57426372	57427061	57427121
4299	"ENSG00000134802"	"SLC43A3"	chr11	-	57426587	57426750	57426587	57426652	57427258	57427344
4300	"ENSG00000134802"	"SLC43A3"	chr11	-	57426587	57426750	57426587	57426652	57427371	57427420
4301	"ENSG00000134802"	"SLC43A3"	chr11	-	57426587	57426750	57426587	57426652	57427407	57427496
4305	"ENSG00000168591"	"TMUB2"	chr17	+	44187616	44187743	44187675	44187743	44187233	44187431
4310	"ENSG00000175110"	"MRPS22"	chr3	+	139346877	139347044	139346880	139347044	139344564	139344718
4315	"ENSG00000134897"	"BIVM"	chr13	+	102807145	102807745	102807283	102807745	102799118	102799521
4316	"ENSG00000134897"	"BIVM"	chr13	+	102807145	102807745	102807283	102807745	102799413	102799463
4318	"ENSG00000134897"	"BIVM"	chr13	+	102807145	102807745	102807283	102807745	102805306	102805390
4319	"ENSG00000134897"	"BIVM"	chr13	+	102807145	102807745	102807283	102807745	102806276	102806350
4320	"ENSG00000214922"	"HLA-F-AS1"	chr6	-	29737965	29738436	29737965	29738201	29738550	29738886
4323	"ENSG00000133422"	"MORC2"	chr22	-	30936931	30937037	30936931	30937002	30937582	30937711
4329	"ENSG00000081307"	"UBA5"	chr3	+	132671776	132672177	132672049	132672177	132670964	132671049
4332	"ENSG00000176261"	"ZBTB8OS"	chr1	-	32633950	32634110	32633950	32634072	32634701	32634792
4334	"ENSG00000176261"	"ZBTB8OS"	chr1	-	32633950	32634110	32633950	32634072	32650401	32650525
4336	"ENSG00000034533"	"ASTE1"	chr3	-	131018505	131018716	131018505	131018695	131024397	131024450
4339	"ENSG00000155975"	"VPS37A"	chr8	+	17274732	17274958	17274775	17274958	17268855	17268956
4350	"ENSG00000169714"	"CNBP"	chr3	-	129171445	129171538	129171445	129171508	129171651	129171771
4352	"ENSG00000169714"	"CNBP"	chr3	-	129171445	129171538	129171445	129171508	129183775	129183910
4355	"ENSG00000145819"	"ARHGAP26"	chr5	+	143207197	143207473	143207382	143207473	143172958	143173032
4376	"ENSG00000159685"	"CHCHD6"	chr3	+	126852643	126852730	126852646	126852730	126780339	126780430
4377	"ENSG00000159685"	"CHCHD6"	chr3	+	126957415	126957551	126957424	126957551	126852646	126852730
4379	"ENSG00000159685"	"CHCHD6"	chr3	+	126957415	126957551	126957424	126957551	126953024	126953184
4380	"ENSG00000159685"	"CHCHD6"	chr3	+	126957415	126957551	126957424	126957551	126957009	126957332
4398	"ENSG00000184436"	"THAP7"	chr22	-	21000646	21001411	21000646	21000787	21001831	21001911
4401	"ENSG00000175455"	"CCDC14"	chr3	-	123955842	123956115	123955842	123955965	123956354	123956427
4402	"ENSG00000175455"	"CCDC14"	chr3	-	123955842	123956115	123955842	123955965	123956739	123956795
4411	"ENSG00000187742"	"SECISBP2"	chr9	+	89334521	89334730	89334635	89334730	89334024	89334155
4416	"ENSG00000144847"	"IGSF11"	chr3	-	118904647	118904798	118904647	118904714	118905667	118905718
4418	"ENSG00000075790"	"BCAP29"	chr7	+	107595866	107596002	107595868	107596002	107583881	107583982
4432	"ENSG00000138459"	"SLC35A5"	chr3	+	112580545	112581326	112581178	112581326	112573888	112573956
4433	"ENSG00000138459"	"SLC35A5"	chr3	+	112580545	112581326	112581244	112581326	112573888	112573956
4434	"ENSG00000138459"	"SLC35A5"	chr3	+	112581178	112581326	112581244	112581326	112573888	112573956
4445	"ENSG00000163507"	"CIP2A"	chr3	-	108566496	108566639	108566496	108566638	108568154	108568314
4455	"ENSG00000242759"	"LINC00882"	chr3	-	107129887	107129992	107129887	107129989	107202913	107203010
4460	"ENSG00000144395"	"CCDC150"	chr2	+	196729192	196729861	196729792	196729861	196725972	196726099
4461	"ENSG00000131876"	"SNRPA1"	chr15	-	101285725	101287010	101285725	101285801	101287655	101287702
4464	"ENSG00000169727"	"GPS1"	chr17	+	82052255	82052459	82052258	82052459	82051499	82051524
4465	"ENSG00000169727"	"GPS1"	chr17	+	82052255	82052459	82052374	82052459	82051499	82051524
4466	"ENSG00000169727"	"GPS1"	chr17	+	82052258	82052459	82052374	82052459	82051499	82051524
4470	"ENSG00000169727"	"GPS1"	chr17	+	82053233	82053366	82053273	82053366	82052255	82052442
4471	"ENSG00000169727"	"GPS1"	chr17	+	82053233	82053366	82053273	82053366	82052377	82052459
4475	"ENSG00000167920"	"TMEM99"	chr17	+	40828056	40828296	40828103	40828296	40819105	40819170
4497	"ENSG00000080823"	"MOK"	chr14	-	102233687	102233809	102233687	102233789	102250811	102250990
4505	"ENSG00000159433"	"STARD9"	chr15	+	42663280	42663917	42663819	42663917	42662793	42662891
4511	"ENSG00000141458"	"NPC1"	chr18	-	23533354	23534559	23533354	23533517	23535468	23535700
4517	"ENSG00000105393"	"BABAM1"	chr19	+	17268755	17269091	17268793	17269091	17268558	17268664
4526	"ENSG00000004139"	"SARM1"	chr17	+	28385039	28385275	28385099	28385275	28384838	28384930
4528	"ENSG00000156508"	"EEF1A1"	chr6	-	73518931	73519516	73518931	73519228	73519882	73520059
4530	"ENSG00000106459"	"NRF1"	chr7	+	129657342	129657574	129657345	129657574	129630077	129630168
4531	"ENSG00000106459"	"NRF1"	chr7	+	129657342	129657574	129657345	129657574	129641724	129641822
4532	"ENSG00000157601"	"MX1"	chr21	+	41421837	41422095	41421974	41422095	41420514	41420817
4535	"ENSG00000130751"	"NPAS1"	chr19	+	47039403	47039564	47039406	47039564	47035963	47036129
4544	"ENSG00000241472"	"PTPRG-AS1"	chr3	-	62317807	62317903	62317807	62317900	62318651	62318778
4558	"ENSG00000180376"	"CCDC66"	chr3	+	56563651	56564125	56563683	56564125	56560861	56561012
4566	"ENSG00000099330"	"OCEL1"	chr19	+	17226692	17227199	17226993	17227199	17226225	17226316
4568	"ENSG00000099330"	"OCEL1"	chr19	+	17228802	17229219	17229008	17229219	17226993	17227199
4571	"ENSG00000226869"	"LHFPL3-AS1"	chr7	-	104752714	104752803	104752714	104752791	104757608	104757748
4572	"ENSG00000226869"	"LHFPL3-AS1"	chr7	-	104752714	104752803	104752714	104752791	104759702	104759822
4573	"ENSG00000226869"	"LHFPL3-AS1"	chr7	-	104752714	104752803	104752714	104752791	104786517	104786581
4574	"ENSG00000226869"	"LHFPL3-AS1"	chr7	-	104752714	104752803	104752714	104752791	104798336	104798407
4575	"ENSG00000226869"	"LHFPL3-AS1"	chr7	-	104752714	104752803	104752714	104752791	104799817	104800069
4576	"ENSG00000226869"	"LHFPL3-AS1"	chr7	-	104752714	104752803	104752714	104752791	104802838	104802963
4581	"ENSG00000163939"	"PBRM1"	chr3	-	52589069	52589255	52589069	52589252	52609312	52609955
4587	"ENSG00000163930"	"BAP1"	chr3	-	52406252	52406907	52406252	52406376	52407173	52407316
4593	"ENSG00000243989"	"ACY1"	chr3	+	51985333	51985465	51985400	51985465	51985206	51985271
4594	"ENSG00000243989"	"ACY1"	chr3	+	51985360	51985465	51985400	51985465	51985206	51985271
4595	"ENSG00000243989"	"ACY1"	chr3	+	51986604	51987453	51986987	51987453	51986414	51986504
4621	"ENSG00000173402"	"DAG1"	chr3	+	49487227	49487415	49487253	49487415	49470964	49471049
4622	"ENSG00000173402"	"DAG1"	chr3	+	49487227	49487415	49487253	49487415	49476848	49476900
4623	"ENSG00000173402"	"DAG1"	chr3	+	49492822	49492973	49492826	49492973	49476848	49476900
4625	"ENSG00000173402"	"DAG1"	chr3	+	49492822	49492973	49492826	49492973	49488697	49488745
4627	"ENSG00000145029"	"NICN1"	chr3	-	49426251	49426428	49426251	49426407	49429107	49429326
4629	"ENSG00000171649"	"ZIK1"	chr19	+	57588538	57588665	57588580	57588665	57584951	57584990
4639	"ENSG00000178035"	"IMPDH2"	chr3	-	49028430	49028806	49028430	49028532	49029252	49029398
4640	"ENSG00000178149"	"DALRD3"	chr3	-	49015818	49016086	49015818	49015872	49016157	49016340
4642	"ENSG00000178149"	"DALRD3"	chr3	-	49015972	49016340	49015972	49016086	49016428	49016511
4646	"ENSG00000136560"	"TANK"	chr2	+	161223914	161223991	161223919	161223991	161204674	161204793
4650	"ENSG00000108219"	"TSPAN14"	chr10	+	80507198	80507374	80507227	80507374	80489216	80489314
4655	"ENSG00000110844"	"PRPF40B"	chr12	+	49633013	49633547	49633426	49633547	49632854	49632880
4658	"ENSG00000013441"	"CLK1"	chr2	-	200856890	200857884	200856890	200856985	200857972	200858089
4663	"ENSG00000225697"	"SLC26A6"	chr3	-	48626875	48627055	48626875	48627052	48628433	48628541
4666	"ENSG00000225697"	"SLC26A6"	chr3	-	48626875	48627055	48626875	48627052	48632244	48632396
4669	"ENSG00000124570"	"SERPINB6"	chr6	-	2968778	2969102	2968778	2968913	2971532	2972165
4670	"ENSG00000140506"	"LMAN1L"	chr15	+	74825472	74825754	74825475	74825754	74822641	74822709
4676	"ENSG00000163702"	"IL17RC"	chr3	+	9918499	9918609	9918534	9918609	9918334	9918409
4678	"ENSG00000163702"	"IL17RC"	chr3	+	9929848	9929897	9929851	9929897	9928304	9928486
4687	"ENSG00000140451"	"PIF1"	chr15	-	64819846	64820019	64819846	64819986	64821166	64821281
4688	"ENSG00000165195"	"PIGA"	chrX	-	15324664	15325152	15324664	15324871	15325913	15326046
4698	"ENSG00000196378"	"ZNF34"	chr8	-	144778037	144778525	144778037	144778164	144780227	144780280
4701	"ENSG00000011198"	"ABHD5"	chr3	+	43702214	43702587	43702386	43702587	43701911	43702008
4705	"ENSG00000231500"	"RPS18"	chr6	+	33275964	33276267	33276175	33276267	33275796	33275883
4706	"ENSG00000231500"	"RPS18"	chr6	+	33276175	33276505	33276390	33276505	33275796	33275883
4707	"ENSG00000114857"	"NKTR"	chr3	+	42619663	42621516	42621428	42621516	42619019	42619127
4708	"ENSG00000213585"	"VDAC1"	chr5	-	133992945	133993018	133992945	133993015	134004486	134004635
4709	"ENSG00000213585"	"VDAC1"	chr5	-	133992945	133993018	133992945	133993015	134004894	134004975
4710	"ENSG00000115446"	"UNC50"	chr2	+	98609642	98610039	98609755	98610039	98608578	98608726
4711	"ENSG00000115446"	"UNC50"	chr2	+	98609642	98610039	98609755	98610039	98608843	98609011
4714	"ENSG00000142330"	"CAPN10"	chr2	+	240596680	240596942	240596849	240596942	240595023	240595304
4716	"ENSG00000180957"	"PITPNB"	chr22	-	27896551	27896634	27896551	27896626	27897800	27897892
4721	"ENSG00000160298"	"C21orf58"	chr21	-	46301129	46302154	46301129	46301713	46302484	46302576
4727	"ENSG00000131697"	"NPHP4"	chr1	-	5905631	5905783	5905631	5905780	5909151	5909213
4731	"ENSG00000169908"	"TM4SF1"	chr3	-	149375442	149375769	149375442	149375588	149377370	149377649
4747	"ENSG00000164253"	"WDR41"	chr5	-	77451290	77451353	77451290	77451346	77489456	77489572
4748	"ENSG00000164253"	"WDR41"	chr5	-	77489456	77489572	77489456	77489557	77491192	77491285
4749	"ENSG00000164253"	"WDR41"	chr5	-	77489456	77489572	77489456	77489557	77492158	77492477
4750	"ENSG00000196187"	"TMEM63A"	chr1	-	225865896	225866050	225865896	225865967	225867111	225867163
4759	"ENSG00000080822"	"CLDND1"	chr3	-	98521132	98521442	98521132	98521377	98522848	98522902
4762	"ENSG00000138435"	"CHRNA1"	chr2	-	174754218	174754414	174754218	174754278	174757565	174757675
4767	"ENSG00000224209"	"LINC00466"	chr1	-	63198715	63199020	63198715	63199001	63257984	63258050
4769	"ENSG00000089682"	"RBM41"	chrX	-	107069254	107070425	107069254	107069402	107088435	107088839
4788	"ENSG00000137312"	"FLOT1"	chr6	-	30730681	30731100	30730681	30730727	30740157	30740310
4793	"ENSG00000143353"	"LYPLAL1"	chr1	+	219193081	219193251	219193129	219193251	219179399	219179426
4794	"ENSG00000143353"	"LYPLAL1"	chr1	+	219210514	219210647	219210531	219210647	219193129	219193251
4804	"ENSG00000111325"	"OGFOD2"	chr12	+	122975810	122976767	122976653	122976767	122974679	122974728
4805	"ENSG00000111325"	"OGFOD2"	chr12	+	122976583	122976767	122976600	122976767	122975810	122975867
4806	"ENSG00000111325"	"OGFOD2"	chr12	+	122976583	122976767	122976653	122976767	122975810	122975867
4828	"ENSG00000048740"	"CELF2"	chr10	+	11321188	11321386	11321206	11321386	11314138	11314270
4829	"ENSG00000048740"	"CELF2"	chr10	+	11328925	11334358	11330455	11334358	11325835	11325979
4834	"ENSG00000100075"	"SLC25A1"	chr22	-	19177726	19178041	19177726	19177865	19178132	19178240
4836	"ENSG00000133731"	"IMPA1"	chr8	-	81676233	81676279	81676233	81676265	81678582	81678689
4839	"ENSG00000133731"	"IMPA1"	chr8	-	81681497	81681584	81681497	81681563	81686251	81686331
4842	"ENSG00000168894"	"RNF181"	chr2	+	85596952	85597178	85597103	85597178	85596518	85596649
4844	"ENSG00000163608"	"NEPRO"	chr3	-	113013271	113013403	113013271	113013361	113013948	113014032
4845	"ENSG00000163608"	"NEPRO"	chr3	-	113011044	113011406	113011044	113011165	113013952	113014032
4855	"ENSG00000160679"	"CHTOP"	chr1	+	153642242	153642429	153642245	153642429	153636571	153636653
4865	"ENSG00000171148"	"TADA3"	chr3	-	9791259	9791493	9791259	9791485	9792821	9793011
4867	"ENSG00000159346"	"ADIPOR1"	chr1	-	202943757	202943945	202943757	202943863	202944982	202945169
4868	"ENSG00000159346"	"ADIPOR1"	chr1	-	202943757	202943945	202943757	202943863	202946438	202946610
4869	"ENSG00000077152"	"UBE2T"	chr1	-	202333009	202333335	202333009	202333093	202333449	202333555
4888	"ENSG00000162777"	"DENND2D"	chr1	-	111195915	111197989	111195915	111196056	111198629	111198742
4892	"ENSG00000137996"	"RTCA"	chr1	+	100268073	100268295	100268151	100268295	100267165	100267245
4893	"ENSG00000137996"	"RTCA"	chr1	+	100268073	100268295	100268151	100268295	100267499	100267538
4895	"ENSG00000143493"	"INTS7"	chr1	-	211946606	211946705	211946606	211946645	211952610	211952701
4898	"ENSG00000092010"	"PSME1"	chr14	+	24138048	24138263	24138195	24138263	24137699	24137797
4903	"ENSG00000247828"	"TMEM161B-AS1"	chr5	+	88285740	88285851	88285743	88285851	88270525	88270585
4905	"ENSG00000247828"	"TMEM161B-AS1"	chr5	+	88287435	88287622	88287438	88287622	88282041	88282106
4910	"ENSG00000147403"	"RPL10"	chrX	+	154399337	154399594	154399486	154399594	154398376	154398542
4911	"ENSG00000147403"	"RPL10"	chrX	+	154399802	154400626	154400463	154400626	154399486	154399594
4914	"ENSG00000163931"	"TKT"	chr3	-	53234982	53235174	53234982	53235064	53237796	53237921
