ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2282	"ENSG00000173020"	"GRK2"	chr11	+	67281821	67282542	67281821	67281952	67282270	67282542
2283	"ENSG00000173020"	"GRK2"	chr11	+	67282270	67282542	67282270	67282365	67282434	67282542
2284	"ENSG00000173020"	"GRK2"	chr11	+	67283706	67283949	67283706	67283773	67283853	67283949
2285	"ENSG00000173020"	"GRK2"	chr11	+	67284846	67285188	67284846	67284983	67285074	67285188
2286	"ENSG00000178104"	"PDE4DIP"	chr1	+	148929196	148931923	148929196	148929273	148931799	148931923
2287	"ENSG00000178104"	"PDE4DIP"	chr1	+	148991884	148993882	148991884	148991973	148992254	148993882
2288	"ENSG00000178104"	"PDE4DIP"	chr1	+	148991884	148993882	148991884	148991973	148993484	148993882
2289	"ENSG00000008513"	"ST3GAL1"	chr8	-	133475718	133476600	133475718	133476074	133476277	133476600
2290	"ENSG00000108591"	"DRG2"	chr17	+	18099016	18100435	18099016	18099077	18099632	18100435
2291	"ENSG00000108591"	"DRG2"	chr17	+	18099016	18100435	18099016	18099093	18099632	18100435
2292	"ENSG00000108591"	"DRG2"	chr17	+	18099016	18100435	18099016	18099077	18100362	18100435
2293	"ENSG00000108591"	"DRG2"	chr17	+	18099016	18100435	18099016	18099093	18100362	18100435
2294	"ENSG00000108591"	"DRG2"	chr17	+	18099632	18100435	18099632	18099715	18100362	18100435
2295	"ENSG00000108591"	"DRG2"	chr17	+	18099632	18100435	18099632	18099723	18100362	18100435
2296	"ENSG00000164039"	"BDH2"	chr4	-	103085348	103086540	103085348	103085462	103085698	103086540
2297	"ENSG00000164039"	"BDH2"	chr4	-	103085348	103086540	103085348	103085462	103086479	103086540
2298	"ENSG00000160613"	"PCSK7"	chr11	-	117223207	117224216	117223207	117223308	117224077	117224216
2299	"ENSG00000138738"	"PRDM5"	chr4	-	120816452	120816924	120816452	120816574	120816831	120816924
2300	"ENSG00000182621"	"PLCB1"	chr20	+	8962195	8963010	8962195	8962336	8962892	8963010
2301	"ENSG00000184205"	"TSPYL2"	chrX	+	53084531	53084866	53084531	53084622	53084754	53084866
2302	"ENSG00000204564"	"C6orf136"	chr6	+	30652647	30653109	30652647	30652717	30652801	30653109
2303	"ENSG00000203875"	"SNHG5"	chr6	-	85677006	85677492	85677006	85677191	85677423	85677492
2304	"ENSG00000203875"	"SNHG5"	chr6	-	85677423	85677875	85677423	85677492	85677790	85677875
2305	"ENSG00000203875"	"SNHG5"	chr6	-	85677078	85677875	85677078	85677492	85677794	85677875
2306	"ENSG00000203875"	"SNHG5"	chr6	-	85677423	85678032	85677423	85677492	85677953	85678032
2307	"ENSG00000203875"	"SNHG5"	chr6	-	85677423	85678032	85677423	85677875	85677953	85678032
2308	"ENSG00000203875"	"SNHG5"	chr6	-	85677794	85678032	85677794	85677868	85677953	85678032
2309	"ENSG00000203875"	"SNHG5"	chr6	-	85677794	85678032	85677794	85677899	85677953	85678032
2310	"ENSG00000203875"	"SNHG5"	chr6	-	85677423	85678188	85677423	85677492	85678135	85678188
2311	"ENSG00000203875"	"SNHG5"	chr6	-	85677423	85678188	85677423	85677875	85678135	85678188
2312	"ENSG00000203875"	"SNHG5"	chr6	-	85677423	85678188	85677423	85678032	85678135	85678188
2313	"ENSG00000203875"	"SNHG5"	chr6	-	85677794	85678188	85677794	85677899	85678135	85678188
2314	"ENSG00000203875"	"SNHG5"	chr6	-	85678135	85678748	85678135	85678188	85678402	85678748
2315	"ENSG00000203875"	"SNHG5"	chr6	-	85678135	85678748	85678135	85678188	85678497	85678748
2316	"ENSG00000203875"	"SNHG5"	chr6	-	85678135	85678733	85678135	85678188	85678693	85678733
2317	"ENSG00000203875"	"SNHG5"	chr6	-	85678135	85678748	85678135	85678188	85678697	85678748
2318	"ENSG00000163945"	"UVSSA"	chr4	+	1383765	1388049	1383765	1383940	1385867	1388049
2319	"ENSG00000049283"	"EPN3"	chr17	+	50536420	50537118	50536420	50536625	50536707	50537118
2320	"ENSG00000137802"	"MAPKBP1"	chr15	+	41812515	41813101	41812515	41812653	41812918	41813101
2321	"ENSG00000137802"	"MAPKBP1"	chr15	+	41812515	41813781	41812515	41813101	41813620	41813781
2322	"ENSG00000137802"	"MAPKBP1"	chr15	+	41815258	41815799	41815258	41815405	41815623	41815799
2323	"ENSG00000137802"	"MAPKBP1"	chr15	+	41819245	41819650	41819245	41819379	41819594	41819650
2324	"ENSG00000118762"	"PKD2"	chr4	+	88065373	88065879	88065373	88065495	88065761	88065879
2325	"ENSG00000165533"	"TTC8"	chr14	+	88841036	88841514	88841036	88841196	88841424	88841514
2326	"ENSG00000131591"	"C1orf159"	chr1	-	1083914	1084383	1083914	1084011	1084352	1084383
2327	"ENSG00000131591"	"C1orf159"	chr1	-	1083914	1084383	1083914	1084086	1084352	1084383
2328	"ENSG00000131591"	"C1orf159"	chr1	-	1084352	1084506	1084352	1084383	1084480	1084506
2329	"ENSG00000131591"	"C1orf159"	chr1	-	1090352	1091374	1090352	1090428	1091277	1091374
2330	"ENSG00000055955"	"ITIH4"	chr3	-	52818051	52818283	52818051	52818168	52818256	52818283
2331	"ENSG00000055955"	"ITIH4"	chr3	-	52819753	52819990	52819753	52819792	52819939	52819990
2332	"ENSG00000055955"	"ITIH4"	chr3	-	52819753	52819990	52819753	52819807	52819939	52819990
2333	"ENSG00000138678"	"GPAT3"	chr4	+	83536107	83536763	83536107	83536206	83536503	83536763
2334	"ENSG00000172771"	"EFCAB12"	chr3	-	129402522	129404403	129402522	129402578	129404248	129404403
2335	"ENSG00000172771"	"EFCAB12"	chr3	-	129402522	129404403	129402522	129402579	129404249	129404403
2336	"ENSG00000172771"	"EFCAB12"	chr3	-	129411157	129415401	129411157	129411354	129415244	129415401
2337	"ENSG00000251022"	"THAP9-AS1"	chr4	-	82900076	82900566	82900076	82900223	82900333	82900566
2338	"ENSG00000103502"	"CDIPT"	chr16	-	29860580	29861259	29860580	29860662	29861105	29861259
2339	"ENSG00000103502"	"CDIPT"	chr16	-	29862585	29862869	29862585	29862720	29862814	29862869
2340	"ENSG00000154743"	"TSEN2"	chr3	+	12503261	12503784	12503261	12503469	12503646	12503784
2341	"ENSG00000154743"	"TSEN2"	chr3	+	12529761	12531659	12529761	12529873	12531569	12531659
2342	"ENSG00000243649"	"CFB"	chr6	+	31947944	31948512	31947944	31948081	31948373	31948512
2343	"ENSG00000243649"	"CFB"	chr6	+	31950285	31950772	31950285	31950403	31950618	31950772
2344	"ENSG00000243649"	"CFB"	chr6	+	31951554	31952084	31951554	31951604	31951874	31952084
2345	"ENSG00000156876"	"SASS6"	chr1	-	100107627	100108004	100107627	100107717	100107809	100108004
2346	"ENSG00000160972"	"PPP1R16A"	chr8	+	144500095	144500391	144500095	144500199	144500266	144500391
2347	"ENSG00000160972"	"PPP1R16A"	chr8	+	144500266	144500612	144500266	144500391	144500486	144500612
2348	"ENSG00000160972"	"PPP1R16A"	chr8	+	144500095	144500761	144500095	144500199	144500685	144500761
2349	"ENSG00000186468"	"RPS23"	chr5	-	82275208	82276255	82275208	82275295	82276177	82276255
2350	"ENSG00000138760"	"SCARB2"	chr4	-	76163224	76166301	76163224	76163383	76166168	76166301
2351	"ENSG00000138760"	"SCARB2"	chr4	-	76163224	76166301	76163224	76163383	76166249	76166301
2352	"ENSG00000138760"	"SCARB2"	chr4	-	76179516	76181101	76179516	76179695	76180953	76181101
2353	"ENSG00000138760"	"SCARB2"	chr4	-	76179516	76181101	76179516	76179705	76180953	76181101
2354	"ENSG00000138760"	"SCARB2"	chr4	-	76179516	76181101	76179516	76179771	76180953	76181101
2355	"ENSG00000214174"	"AMZ2P1"	chr17	-	64972753	64973517	64972753	64972927	64973241	64973517
2356	"ENSG00000153234"	"NR4A2"	chr2	-	156326149	156326328	156326149	156326207	156326311	156326328
2357	"ENSG00000225151"	"GOLGA2P7"	chr15	-	84199310	84203020	84199310	84201208	84202869	84203020
2358	"ENSG00000232265"	"LINC02805"	chr1	+	148162755	148163815	148162755	148162992	148163756	148163815
2359	"ENSG00000232265"	"LINC02805"	chr1	+	148162755	148163815	148162755	148162992	148163791	148163815
2360	"ENSG00000163161"	"ERCC3"	chr2	-	127289336	127289824	127289336	127289501	127289688	127289824
2361	"ENSG00000163161"	"ERCC3"	chr2	-	127289336	127289824	127289336	127289519	127289688	127289824
2362	"ENSG00000148719"	"DNAJB12"	chr10	-	72332829	72335931	72332829	72334617	72335779	72335931
2363	"ENSG00000167995"	"BEST1"	chr11	+	61955106	61955951	61955106	61955201	61955717	61955951
2364	"ENSG00000167995"	"BEST1"	chr11	+	61958145	61959578	61958145	61958298	61959497	61959578
2365	"ENSG00000167995"	"BEST1"	chr11	+	61958145	61959578	61958145	61958501	61959497	61959578
2366	"ENSG00000167995"	"BEST1"	chr11	+	61959891	61962893	61959891	61960043	61962254	61962893
2367	"ENSG00000205649"	"HTN3"	chr4	+	70031978	70032107	70031978	70031999	70032077	70032107
2368	"ENSG00000113522"	"RAD50"	chr5	+	132579316	132580066	132579316	132579502	132579861	132580066
2369	"ENSG00000083838"	"ZNF446"	chr19	+	58479642	58480019	58479642	58479727	58479929	58480019
2370	"ENSG00000083838"	"ZNF446"	chr19	+	58480175	58481224	58480175	58480619	58480703	58481224
2371	"ENSG00000237753"	"AC079922.2"	chr2	-	112642082	112643293	112642082	112642189	112643178	112643293
2372	"ENSG00000197728"	"RPS26"	chr12	+	56042424	56043493	56042424	56042602	56043362	56043493
2373	"ENSG00000121207"	"LRAT"	chr4	+	154743999	154744866	154743999	154744222	154744325	154744866
2374	"ENSG00000214856"	"KRT16P1"	chr17	+	18441694	18442343	18441694	18441820	18442122	18442343
2375	"ENSG00000164934"	"DCAF13"	chr8	+	103427096	103430689	103427096	103427252	103430611	103430689
2376	"ENSG00000177054"	"ZDHHC13"	chr11	+	19166301	19170568	19166301	19166385	19170410	19170568
2377	"ENSG00000137203"	"TFAP2A"	chr6	-	10409900	10410335	10409900	10410138	10410281	10410335
2378	"ENSG00000174502"	"SLC26A9"	chr1	-	205913053	205915404	205913053	205915183	205915360	205915404
2379	"ENSG00000156253"	"RWDD2B"	chr21	-	29008239	29008621	29008239	29008307	29008394	29008621
2380	"ENSG00000122008"	"POLK"	chr5	+	75597746	75598040	75597746	75597789	75597933	75598040
2381	"ENSG00000186431"	"FCAR"	chr19	+	54888006	54889067	54888006	54888642	54888975	54889067
2382	"ENSG00000168397"	"ATG4B"	chr2	+	241651009	241651335	241651009	241651111	241651263	241651335
2383	"ENSG00000186417"	"GLDN"	chr15	+	51377257	51377500	51377257	51377297	51377448	51377500
2384	"ENSG00000187621"	"TCL6"	chr14	+	95668125	95669617	95668125	95668580	95669550	95669617
2385	"ENSG00000189337"	"KAZN"	chr1	+	15060171	15063622	15060171	15060302	15063571	15063622
2386	"ENSG00000145247"	"OCIAD2"	chr4	-	48892771	48894053	48892771	48892889	48894005	48894053
2387	"ENSG00000138796"	"HADH"	chr4	+	108023473	108027760	108023473	108023563	108027687	108027760
2388	"ENSG00000138796"	"HADH"	chr4	+	108027687	108028069	108027687	108027760	108027938	108028069
2389	"ENSG00000278558"	"TMEM191B"	chr22	+	18529605	18530008	18529605	18529724	18529935	18530008
2390	"ENSG00000278558"	"TMEM191B"	chr22	+	18529935	18530196	18529935	18530008	18530155	18530196
2391	"ENSG00000250863"	"AC114757.1"	chr4	-	43992592	43993112	43992592	43992831	43993012	43993112
2392	"ENSG00000131042"	"LILRB2"	chr19	-	54276806	54277600	54276806	54276929	54277549	54277600
2393	"ENSG00000196209"	"SIRPB2"	chr20	-	1479699	1480065	1479699	1479794	1479925	1480065
2394	"ENSG00000109133"	"TMEM33"	chr4	+	41935128	41935529	41935128	41935262	41935466	41935529
2395	"ENSG00000109133"	"TMEM33"	chr4	+	41935128	41935529	41935128	41935310	41935466	41935529
2396	"ENSG00000008311"	"AASS"	chr7	-	122078861	122079712	122078861	122078950	122079596	122079712
2397	"ENSG00000020577"	"SAMD4A"	chr14	+	54784339	54784620	54784339	54784381	54784536	54784620
2398	"ENSG00000020577"	"SAMD4A"	chr14	+	54784339	54784620	54784339	54784447	54784536	54784620
2399	"ENSG00000138031"	"ADCY3"	chr2	-	24918312	24919839	24918312	24919184	24919682	24919839
2400	"ENSG00000099949"	"LZTR1"	chr22	+	20994103	20994727	20994103	20994269	20994557	20994727
2401	"ENSG00000099949"	"LZTR1"	chr22	+	20994869	20995872	20994869	20995026	20995745	20995872
2402	"ENSG00000099949"	"LZTR1"	chr22	+	20995962	20996801	20995962	20996112	20996695	20996801
2403	"ENSG00000099949"	"LZTR1"	chr22	+	20996695	20996966	20996695	20996801	20996885	20996966
2404	"ENSG00000177058"	"SLC38A9"	chr5	-	55633694	55635657	55633694	55633808	55635543	55635657
2405	"ENSG00000283897"	"AC011416.3"	chr5	-	127227616	127228918	127227616	127228153	127228850	127228918
2406	"ENSG00000283897"	"AC011416.3"	chr5	-	127227616	127228918	127227616	127228153	127228860	127228918
2407	"ENSG00000047365"	"ARAP2"	chr4	-	36073688	36073823	36073688	36073699	36073700	36073823
2408	"ENSG00000177483"	"RBM44"	chr2	+	237820174	237821254	237820174	237820286	237821070	237821254
2409	"ENSG00000177483"	"RBM44"	chr2	+	237820174	237821254	237820174	237820351	237821070	237821254
2410	"ENSG00000185000"	"DGAT1"	chr8	-	144317021	144317252	144317021	144317109	144317186	144317252
2411	"ENSG00000185000"	"DGAT1"	chr8	-	144318094	144318362	144318094	144318169	144318260	144318362
2412	"ENSG00000185000"	"DGAT1"	chr8	-	144318260	144318566	144318260	144318362	144318460	144318566
2413	"ENSG00000185684"	"EP400P1"	chr12	+	132103996	132105304	132103996	132104170	132104374	132105304
2414	"ENSG00000185684"	"EP400P1"	chr12	+	132103996	132105304	132103996	132104170	132104377	132105304
2415	"ENSG00000185684"	"EP400P1"	chr12	+	132103996	132105304	132103996	132104170	132104566	132105304
2416	"ENSG00000102796"	"DHRS12"	chr13	-	51767994	51769293	51767994	51768296	51769155	51769293
2417	"ENSG00000182366"	"FAM87A"	chr8	-	375947	379458	375947	377045	377563	379458
2418	"ENSG00000182366"	"FAM87A"	chr8	-	377563	380309	377563	379458	379907	380309
2419	"ENSG00000159496"	"RGL4"	chr22	+	23691305	23692528	23691305	23692209	23692334	23692528
2420	"ENSG00000159496"	"RGL4"	chr22	+	23698554	23698978	23698554	23698645	23698843	23698978
2421	"ENSG00000106692"	"FKTN"	chr9	+	105635050	105641118	105635050	105635148	105640100	105641118
2422	"ENSG00000235997"	"LINC01936"	chr2	+	30349936	30352431	30349936	30350146	30351190	30352431
2423	"ENSG00000104972"	"LILRB1"	chr19	+	54635556	54636652	54635556	54635609	54636493	54636652
2424	"ENSG00000104972"	"LILRB1"	chr19	+	54635556	54636652	54635556	54635609	54636496	54636652
2425	"ENSG00000258315"	"C17orf49"	chr17	+	7015061	7017014	7015061	7015156	7016909	7017014
2426	"ENSG00000249631"	"AC005699.1"	chr4	+	11770308	11770688	11770308	11770466	11770611	11770688
2427	"ENSG00000249631"	"AC005699.1"	chr4	+	11770308	11770688	11770308	11770475	11770611	11770688
2428	"ENSG00000249631"	"AC005699.1"	chr4	+	11770308	11770688	11770308	11770475	11770616	11770688
2429	"ENSG00000164128"	"NPY1R"	chr4	-	163325855	163326705	163325855	163325931	163326664	163326705
2430	"ENSG00000164128"	"NPY1R"	chr4	-	163325855	163326705	163325855	163326134	163326664	163326705
2431	"ENSG00000197653"	"DNAH10"	chr12	+	123929663	123930573	123929663	123929759	123930401	123930573
2432	"ENSG00000105443"	"CYTH2"	chr19	+	48474837	48478145	48474837	48474949	48478065	48478145
2433	"ENSG00000105443"	"CYTH2"	chr19	+	48474837	48478145	48474837	48474949	48478068	48478145
2434	"ENSG00000105443"	"CYTH2"	chr19	+	48474837	48478145	48474837	48474953	48478068	48478145
2435	"ENSG00000124549"	"BTN2A3P"	chr6	+	26422932	26423759	26422932	26423277	26423398	26423759
2436	"ENSG00000225791"	"TRAM2-AS1"	chr6	+	52577306	52578393	52577306	52577651	52578218	52578393
2437	"ENSG00000225791"	"TRAM2-AS1"	chr6	+	52578049	52578594	52578049	52578393	52578501	52578594
2438	"ENSG00000083307"	"GRHL2"	chr8	+	101492438	101492789	101492438	101492586	101492701	101492789
2439	"ENSG00000184661"	"CDCA2"	chr8	+	25460239	25460554	25460239	25460300	25460383	25460554
2440	"ENSG00000155229"	"MMS19"	chr10	-	97461495	97461896	97461495	97461622	97461827	97461896
2441	"ENSG00000108961"	"RANGRF"	chr17	+	8289257	8290092	8289257	8289414	8289812	8290092
2442	"ENSG00000133048"	"CHI3L1"	chr1	-	203178930	203179877	203178930	203179585	203179760	203179877
2443	"ENSG00000129422"	"MTUS1"	chr8	-	17653424	17654666	17653424	17653498	17654560	17654666
2444	"ENSG00000106003"	"LFNG"	chr7	+	2525218	2525567	2525218	2525318	2525413	2525567
2445	"ENSG00000179088"	"C12orf42"	chr12	-	103267852	103268962	103267852	103267886	103268857	103268962
2446	"ENSG00000103174"	"NAGPA"	chr16	-	5027134	5027379	5027134	5027198	5027277	5027379
2447	"ENSG00000125089"	"SH3TC1"	chr4	+	8235432	8237670	8235432	8235555	8236277	8237670
2448	"ENSG00000125089"	"SH3TC1"	chr4	+	8235432	8237670	8235432	8235555	8237473	8237670
2449	"ENSG00000125089"	"SH3TC1"	chr4	+	8236277	8237670	8236277	8236428	8237473	8237670
2450	"ENSG00000162413"	"KLHL21"	chr1	-	6590723	6595557	6590723	6593658	6595484	6595557
2451	"ENSG00000187091"	"PLCD1"	chr3	-	38008457	38009158	38008457	38008636	38009041	38009158
2452	"ENSG00000187091"	"PLCD1"	chr3	-	38009271	38009811	38009271	38009431	38009652	38009811
2453	"ENSG00000187091"	"PLCD1"	chr3	-	38009903	38010275	38009903	38010053	38010130	38010275
2454	"ENSG00000109501"	"WFS1"	chr4	+	6277450	6277687	6277450	6277521	6277647	6277687
2455	"ENSG00000168824"	"NSG1"	chr4	+	4385856	4387173	4385856	4386643	4387118	4387173
2456	"ENSG00000168824"	"NSG1"	chr4	+	4417234	4419058	4417234	4417927	4418783	4419058
2457	"ENSG00000160179"	"ABCG1"	chr21	+	42287888	42288312	42287888	42288037	42288210	42288312
2458	"ENSG00000160179"	"ABCG1"	chr21	+	42287888	42288312	42287888	42288073	42288210	42288312
2459	"ENSG00000087266"	"SH3BP2"	chr4	+	2824612	2825196	2824612	2824730	2825125	2825196
2460	"ENSG00000087266"	"SH3BP2"	chr4	+	2831922	2832412	2831922	2831978	2832330	2832412
2461	"ENSG00000087266"	"SH3BP2"	chr4	+	2832989	2834289	2832989	2833049	2833696	2834289
2462	"ENSG00000214367"	"HAUS3"	chr4	-	2241519	2242121	2241519	2241781	2242050	2242121
2463	"ENSG00000161013"	"MGAT4B"	chr5	-	179799505	179800068	179799505	179799636	179799953	179800068
2464	"ENSG00000161013"	"MGAT4B"	chr5	-	179801333	179801694	179801333	179801467	179801553	179801694
2465	"ENSG00000127419"	"TMEM175"	chr4	+	947708	948154	947708	947892	948115	948154
2466	"ENSG00000127419"	"TMEM175"	chr4	+	948115	948615	948115	948154	948410	948615
2467	"ENSG00000127419"	"TMEM175"	chr4	+	948115	948615	948115	948154	948510	948615
2468	"ENSG00000178950"	"GAK"	chr4	-	850935	851974	850935	851084	851749	851974
2469	"ENSG00000109758"	"HGFAC"	chr4	+	3445264	3445896	3445264	3445350	3445875	3445896
2470	"ENSG00000115073"	"ACTR1B"	chr2	-	97658426	97659003	97658426	97658643	97658878	97659003
2471	"ENSG00000268758"	"ADGRE4P"	chr19	-	6981079	6981770	6981079	6981215	6981726	6981770
2472	"ENSG00000125733"	"TRIP10"	chr19	+	6743193	6743598	6743193	6743256	6743493	6743598
2473	"ENSG00000125733"	"TRIP10"	chr19	+	6750291	6750633	6750291	6750431	6750511	6750633
2474	"ENSG00000269502"	"DMRTC1"	chrX	-	72873549	72873942	72873549	72873697	72873881	72873942
2475	"ENSG00000075711"	"DLG1"	chr3	-	197065275	197065809	197065275	197065448	197065707	197065809
2476	"ENSG00000075711"	"DLG1"	chr3	-	197065275	197065809	197065275	197065464	197065707	197065809
2477	"ENSG00000161217"	"PCYT1A"	chr3	-	196247366	196248323	196247366	196247518	196248206	196248323
2478	"ENSG00000161217"	"PCYT1A"	chr3	-	196247366	196248323	196247366	196247643	196248206	196248323
2479	"ENSG00000163958"	"ZDHHC19"	chr3	-	196208773	196209515	196208773	196208837	196209375	196209515
2480	"ENSG00000242086"	"MUC20-OT1"	chr3	+	195701379	195701669	195701379	195701495	195701587	195701669
2481	"ENSG00000242086"	"MUC20-OT1"	chr3	+	195708153	195708435	195708153	195708268	195708428	195708435
2482	"ENSG00000242086"	"MUC20-OT1"	chr3	+	195708133	195708807	195708133	195708268	195708746	195708807
2483	"ENSG00000242086"	"MUC20-OT1"	chr3	+	195708133	195708807	195708133	195708387	195708746	195708807
2484	"ENSG00000242086"	"MUC20-OT1"	chr3	+	195708133	195708807	195708133	195708435	195708746	195708807
2485	"ENSG00000242086"	"MUC20-OT1"	chr3	+	195708153	195708841	195708153	195708513	195708746	195708841
2486	"ENSG00000242086"	"MUC20-OT1"	chr3	+	195708428	195708841	195708428	195708555	195708746	195708841
2487	"ENSG00000233058"	"LINC00884"	chr3	+	194487145	194488726	194487145	194487172	194487455	194488726
2488	"ENSG00000233058"	"LINC00884"	chr3	+	194487139	194488726	194487139	194487172	194488598	194488726
2489	"ENSG00000110203"	"FOLR3"	chr11	+	72138960	72139149	72138960	72139110	72139112	72139149
2490	"ENSG00000109065"	"NAT9"	chr17	-	74771959	74772277	74771959	74771977	74772217	74772277
2491	"ENSG00000109065"	"NAT9"	chr17	-	74771959	74772277	74771959	74772039	74772217	74772277
2492	"ENSG00000109065"	"NAT9"	chr17	-	74771959	74772277	74771959	74772054	74772217	74772277
2493	"ENSG00000214145"	"LINC00887"	chr3	-	194301198	194303465	194301198	194301591	194303358	194303465
2494	"ENSG00000230102"	"LINC02028"	chr3	-	194057636	194058147	194057636	194057815	194058059	194058147
2495	"ENSG00000172830"	"SSH3"	chr11	+	67306837	67307113	67306837	67306962	67307041	67307113
2496	"ENSG00000103064"	"SLC7A6"	chr16	+	68274690	68275249	68274690	68274876	68275126	68275249
2497	"ENSG00000103064"	"SLC7A6"	chr16	+	68297233	68301819	68297233	68297476	68298490	68301819
2498	"ENSG00000224406"	"LINC02052"	chr3	-	186455435	186455773	186455435	186455647	186455721	186455773
2499	"ENSG00000224406"	"LINC02052"	chr3	-	186456163	186456604	186456163	186456257	186456396	186456604
2500	"ENSG00000224406"	"LINC02052"	chr3	-	186456916	186457630	186456916	186457061	186457340	186457630
2501	"ENSG00000164073"	"MFSD8"	chr4	-	127917888	127920836	127917888	127919338	127920456	127920836
2502	"ENSG00000164073"	"MFSD8"	chr4	-	127917824	127920836	127917824	127919338	127920556	127920836
2503	"ENSG00000164073"	"MFSD8"	chr4	-	127920556	127921771	127920556	127920836	127921523	127921771
2504	"ENSG00000164073"	"MFSD8"	chr4	-	127921523	127921963	127921523	127921771	127921859	127921963
2505	"ENSG00000160796"	"NBEAL2"	chr3	+	47007240	47007697	47007240	47007350	47007524	47007697
2506	"ENSG00000188001"	"TPRG1"	chr3	+	189150655	189151136	189150655	189150805	189150903	189151136
2507	"ENSG00000181036"	"FCRL6"	chr1	+	159808960	159809245	159808960	159809060	159809196	159809245
2508	"ENSG00000248994"	"AC124852.1"	chr5	+	1958581	1959189	1958581	1958826	1958946	1959189
2509	"ENSG00000248994"	"AC124852.1"	chr5	+	2097238	2097792	2097238	2097387	2097735	2097792
2510	"ENSG00000156976"	"EIF4A2"	chr3	+	186784563	186786051	186784563	186784696	186785882	186786051
2511	"ENSG00000165782"	"PIP4P1"	chr14	-	20457857	20458702	20457857	20458346	20458588	20458702
2512	"ENSG00000165782"	"PIP4P1"	chr14	-	20457857	20459296	20457857	20458702	20459205	20459296
2513	"ENSG00000113889"	"KNG1"	chr3	+	186741521	186744410	186741521	186741599	186743704	186744410
2514	"ENSG00000113905"	"HRG"	chr3	+	186672786	186675190	186672786	186672867	186675088	186675190
2515	"ENSG00000128513"	"POT1"	chr7	-	124822385	124824074	124822385	124822551	124823796	124824074
2516	"ENSG00000249145"	"LINC02517"	chr4	+	8320116	8320522	8320116	8320168	8320280	8320522
2517	"ENSG00000249145"	"LINC02517"	chr4	+	8320138	8320522	8320138	8320286	8320383	8320522
2518	"ENSG00000249145"	"LINC02517"	chr4	+	8321956	8322243	8321956	8322032	8322125	8322243
2519	"ENSG00000114859"	"CLCN2"	chr3	-	184354903	184355529	184354903	184354973	184355373	184355529
2520	"ENSG00000114859"	"CLCN2"	chr3	-	184355693	184357094	184355693	184355778	184356992	184357094
2521	"ENSG00000114859"	"CLCN2"	chr3	-	184355693	184357094	184355693	184355844	184356992	184357094
2522	"ENSG00000114859"	"CLCN2"	chr3	-	184355693	184357094	184355693	184355778	184357036	184357094
2523	"ENSG00000114867"	"EIF4G1"	chr3	+	184331265	184331606	184331265	184331364	184331471	184331606
2524	"ENSG00000135083"	"CCNJL"	chr5	-	160254128	160255708	160254128	160254335	160255548	160255708
2525	"ENSG00000161204"	"ABCF3"	chr3	+	184186506	184186875	184186506	184186636	184186795	184186875
2526	"ENSG00000161204"	"ABCF3"	chr3	+	184186506	184186875	184186506	184186654	184186795	184186875
2527	"ENSG00000161204"	"ABCF3"	chr3	+	184187396	184187761	184187396	184187443	184187663	184187761
2528	"ENSG00000161204"	"ABCF3"	chr3	+	184187663	184187983	184187663	184187761	184187860	184187983
2529	"ENSG00000161204"	"ABCF3"	chr3	+	184189087	184189277	184189087	184189144	184189254	184189277
2530	"ENSG00000161204"	"ABCF3"	chr3	+	184189254	184189443	184189254	184189277	184189387	184189443
2531	"ENSG00000161204"	"ABCF3"	chr3	+	184189387	184189757	184189387	184189443	184189556	184189757
2532	"ENSG00000161204"	"ABCF3"	chr3	+	184192600	184192896	184192600	184192689	184192804	184192896
2533	"ENSG00000261697"	"AC010531.4"	chr16	-	87291683	87292438	87291683	87291737	87292367	87292438
2534	"ENSG00000078070"	"MCCC1"	chr3	-	183071209	183071357	183071209	183071347	183071348	183071357
2535	"ENSG00000135100"	"HNF1A"	chr12	+	120996540	120998300	120996540	120996742	120997473	120998300
2536	"ENSG00000135100"	"HNF1A"	chr12	+	120999267	120999627	120999267	120999389	120999461	120999627
2537	"ENSG00000135100"	"HNF1A"	chr12	+	120999267	120999627	120999267	120999389	120999482	120999627
2538	"ENSG00000130787"	"HIP1R"	chr12	+	122860046	122860210	122860046	122860077	122860147	122860210
2539	"ENSG00000130787"	"HIP1R"	chr12	+	122860422	122860784	122860422	122860523	122860678	122860784
2540	"ENSG00000188452"	"CERKL"	chr2	-	181547617	181548604	181547617	181547726	181548544	181548604
2541	"ENSG00000114416"	"FXR1"	chr3	+	180962882	180963090	180962882	180962940	180963027	180963090
2542	"ENSG00000088387"	"DOCK9"	chr13	-	98855897	98860522	98855897	98856031	98860404	98860522
2543	"ENSG00000184470"	"TXNRD2"	chr22	-	19875521	19877234	19875521	19875807	19877039	19877234
2544	"ENSG00000184470"	"TXNRD2"	chr22	-	19875521	19877234	19875521	19875807	19877108	19877234
2545	"ENSG00000169696"	"ASPSCR1"	chr17	+	82016799	82017113	82016799	82016869	82016940	82017113
2546	"ENSG00000171109"	"MFN1"	chr3	+	179378340	179378814	179378340	179378443	179378584	179378814
2547	"ENSG00000241322"	"CDRT1"	chr17	-	15613614	15614033	15613614	15613742	15613832	15614033
2548	"ENSG00000100968"	"NFATC4"	chr14	+	24369152	24370594	24369152	24369376	24369498	24370594
