ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5348	"ENSG00000153113"	"CAST"	chr5	+	96675538	96675601	96695835	96695907	96662202	96662497	96722638	96722698
5349	"ENSG00000153113"	"CAST"	chr5	+	96695835	96695907	96722638	96722698	96675538	96675601	96727488	96727530
5350	"ENSG00000153113"	"CAST"	chr5	+	96722638	96722698	96727488	96727530	96695784	96695907	96729152	96729209
5351	"ENSG00000153113"	"CAST"	chr5	+	96722638	96722698	96729152	96729209	96695784	96695907	96729611	96729725
5352	"ENSG00000153113"	"CAST"	chr5	+	96722638	96722698	96727488	96727530	96695835	96695907	96729611	96729725
5353	"ENSG00000153113"	"CAST"	chr5	+	96722638	96722698	96729611	96729725	96695835	96695907	96736171	96736240
5354	"ENSG00000153113"	"CAST"	chr5	+	96722638	96722698	96729152	96729209	96702788	96702915	96729611	96729725
5355	"ENSG00000153113"	"CAST"	chr5	+	96727488	96727530	96729152	96729209	96695835	96695907	96729611	96729725
5356	"ENSG00000153113"	"CAST"	chr5	+	96727488	96727530	96729152	96729209	96722638	96722698	96729611	96729725
5357	"ENSG00000153113"	"CAST"	chr5	+	96729611	96729725	96736171	96736240	96722638	96722698	96737848	96737947
5358	"ENSG00000153113"	"CAST"	chr5	+	96730779	96730860	96736171	96736240	96729611	96729725	96737848	96737947
5359	"ENSG00000153113"	"CAST"	chr5	+	96740744	96740783	96741265	96741358	96740037	96740118	96741493	96741580
5360	"ENSG00000153113"	"CAST"	chr5	+	96746341	96746425	96747344	96747392	96742654	96742756	96748517	96748613
5361	"ENSG00000182903"	"ZNF721"	chr4	-	435769	435879	472574	472701	425814	427119	473980	474051
5362	"ENSG00000136235"	"GPNMB"	chr7	+	23253306	23253459	23256891	23257065	23246562	23246927	23259979	23260138
5363	"ENSG00000136235"	"GPNMB"	chr7	+	23254168	23254312	23256891	23257065	23253306	23253459	23259979	23260053
5364	"ENSG00000136235"	"GPNMB"	chr7	+	23256891	23257065	23259979	23260138	23254168	23254312	23260455	23260773
5365	"ENSG00000136235"	"GPNMB"	chr7	+	23259979	23260138	23260455	23260773	23256891	23257065	23266516	23266615
5366	"ENSG00000136235"	"GPNMB"	chr7	+	23269966	23270175	23273520	23273614	23267885	23267988	23274064	23275096
5368	"ENSG00000183621"	"ZNF438"	chr10	-	30941574	30941651	30984368	30984426	30908932	30909015	30999337	30999517
5369	"ENSG00000183621"	"ZNF438"	chr10	-	30941574	30941651	30984368	30984426	30908932	30909015	31031832	31031937
5372	"ENSG00000056277"	"ZNF280C"	chrX	-	130220348	130220480	130226758	130226905	130215790	130216101	130227681	130227782
5373	"ENSG00000056277"	"ZNF280C"	chrX	-	130226758	130226905	130227681	130227782	130220348	130220480	130228976	130229134
5374	"ENSG00000113391"	"FAM172A"	chr5	-	93881469	93881688	93958776	93958968	93824147	93824267	93964457	93964523
5375	"ENSG00000113391"	"FAM172A"	chr5	-	93881469	93881688	93964457	93964523	93824147	93824267	94050730	94050831
5376	"ENSG00000113391"	"FAM172A"	chr5	-	93881469	93881688	93964457	93964523	93824147	93824267	94053125	94053227
5377	"ENSG00000113391"	"FAM172A"	chr5	-	93958776	93958968	94050730	94050831	93881310	93881688	94053125	94053227
5378	"ENSG00000113391"	"FAM172A"	chr5	-	93958776	93958968	93964457	93964523	93881469	93881688	94050730	94050831
5379	"ENSG00000113391"	"FAM172A"	chr5	-	93958776	93958968	93964457	93964523	93881469	93881688	94053125	94053227
5380	"ENSG00000113391"	"FAM172A"	chr5	-	93964457	93964523	94050730	94050831	93881469	93881688	94053125	94053227
5381	"ENSG00000113391"	"FAM172A"	chr5	-	93964457	93964523	94053125	94053227	93881469	93881688	94074645	94074720
5382	"ENSG00000113391"	"FAM172A"	chr5	-	93964457	93964523	94053125	94053227	93881469	93881688	94111510	94111648
5383	"ENSG00000113391"	"FAM172A"	chr5	-	93964457	93964523	94050730	94050831	93958776	93958968	94053125	94053227
5384	"ENSG00000113391"	"FAM172A"	chr5	-	93964457	93964523	94053125	94053227	93958776	93958968	94074645	94074769
5385	"ENSG00000113391"	"FAM172A"	chr5	-	93964457	93964523	94053125	94053227	93958776	93958968	94111510	94111676
5386	"ENSG00000140350"	"ANP32A"	chr15	-	68787412	68787535	68787769	68787919	68784384	68784595	68820697	68820886
5391	"ENSG00000133835"	"HSD17B4"	chr5	+	119502040	119502092	119506817	119506889	119499316	119499553	119509140	119509244
5392	"ENSG00000013306"	"SLC25A39"	chr17	-	44320354	44320436	44320621	44320731	44320195	44320276	44321057	44321231
5393	"ENSG00000013306"	"SLC25A39"	chr17	-	44320354	44320436	44320621	44320749	44320195	44320276	44321057	44321231
5394	"ENSG00000013306"	"SLC25A39"	chr17	-	44320354	44320436	44320621	44320731	44320195	44320276	44321297	44321524
5395	"ENSG00000013306"	"SLC25A39"	chr17	-	44320354	44320436	44321057	44321231	44320195	44320276	44321433	44321558
5396	"ENSG00000013306"	"SLC25A39"	chr17	-	44320621	44320731	44321057	44321231	44320354	44320436	44321433	44321558
5397	"ENSG00000013306"	"SLC25A39"	chr17	-	44321699	44321767	44322418	44322552	44320628	44321558	44323283	44323343
5398	"ENSG00000013306"	"SLC25A39"	chr17	-	44321699	44321767	44322418	44322528	44321433	44321558	44323283	44323343
5399	"ENSG00000013306"	"SLC25A39"	chr17	-	44322418	44322528	44322807	44322852	44321057	44321231	44323283	44323343
5400	"ENSG00000013306"	"SLC25A39"	chr17	-	44322418	44322528	44323283	44323343	44321699	44321767	44323477	44323577
5401	"ENSG00000013306"	"SLC25A39"	chr17	-	44323283	44323343	44323477	44323577	44322418	44322528	44324710	44324827
5402	"ENSG00000023734"	"STRAP"	chr12	+	15894046	15894143	15895358	15895496	15890596	15890669	15897881	15898018
5404	"ENSG00000164180"	"TMEM161B"	chr5	-	88220562	88220719	88225768	88225866	88207028	88207180	88228444	88228528
5405	"ENSG00000164180"	"TMEM161B"	chr5	-	88220562	88220719	88240812	88240916	88207028	88207180	88268720	88268799
5406	"ENSG00000164180"	"TMEM161B"	chr5	-	88221673	88221760	88225768	88225866	88220562	88220719	88228444	88228528
5407	"ENSG00000164180"	"TMEM161B"	chr5	-	88225768	88225866	88240812	88240916	88220562	88220719	88268720	88268819
5408	"ENSG00000164180"	"TMEM161B"	chr5	-	88225768	88225866	88228444	88228528	88220562	88220719	88268720	88268829
5409	"ENSG00000164180"	"TMEM161B"	chr5	-	88225768	88225866	88228444	88228528	88221300	88221471	88240812	88240916
5410	"ENSG00000164180"	"TMEM161B"	chr5	-	88225768	88225866	88228444	88228528	88221673	88221760	88240812	88240916
5411	"ENSG00000164180"	"TMEM161B"	chr5	-	88228444	88228528	88240812	88240916	88225768	88225866	88268720	88268848
5414	"ENSG00000145715"	"RASA1"	chr5	+	87380508	87380595	87383712	87383780	87379734	87379850	87385300	87385389
5415	"ENSG00000138696"	"BMPR1B"	chr4	+	94875830	94875900	94996039	94996134	94757954	94758068	95104407	95104567
5416	"ENSG00000138696"	"BMPR1B"	chr4	+	94996039	94996134	95104407	95104567	94875830	94875900	95114719	95114822
5417	"ENSG00000138696"	"BMPR1B"	chr4	+	95104407	95104567	95114719	95114822	94995795	94996134	95115684	95115787
5418	"ENSG00000124201"	"ZNFX1"	chr20	-	49260462	49260577	49263333	49263483	49257416	49257664	49264715	49264864
5419	"ENSG00000174695"	"TMEM167A"	chr5	-	83061876	83061911	83065007	83065117	83056883	83057154	83077717	83077863
5420	"ENSG00000205464"	"ATP6AP1L"	chr5	+	82295492	82295544	82303486	82303527	82280959	82281011	82303773	82303832
5421	"ENSG00000116062"	"MSH6"	chr2	+	47795893	47796063	47798610	47801155	47790926	47791123	47803419	47803685
5422	"ENSG00000116062"	"MSH6"	chr2	+	47795893	47796063	47803419	47803685	47790926	47791123	47804909	47805027
5433	"ENSG00000204120"	"GIGYF2"	chr2	+	232819826	232819985	232832856	232833093	232816870	232817032	232839848	232839971
5434	"ENSG00000204120"	"GIGYF2"	chr2	+	232832856	232833093	232839848	232839971	232819826	232819985	232844045	232844255
5435	"ENSG00000157212"	"PAXIP1"	chr7	-	154975695	154976331	154983218	154983332	154968402	154969126	154991005	154991069
5436	"ENSG00000166578"	"IQCD"	chr12	-	113200579	113200813	113207437	113208259	113197540	113197612	113220996	113221094
5438	"ENSG00000164329"	"TENT2"	chr5	+	79619611	79619785	79623251	79623489	79612419	79613075	79640850	79640965
5439	"ENSG00000164329"	"TENT2"	chr5	+	79648616	79648693	79649061	79649190	79645122	79645192	79656957	79657001
5440	"ENSG00000164329"	"TENT2"	chr5	+	79679578	79679670	79681981	79682061	79668720	79669028	79685198	79685240
5441	"ENSG00000145685"	"LHFPL2"	chr5	-	78509783	78510398	78564812	78564871	78485229	78489153	78632263	78632368
5442	"ENSG00000145685"	"LHFPL2"	chr5	-	78509783	78510398	78632263	78632368	78485229	78489153	78648498	78648772
5443	"ENSG00000132842"	"AP3B1"	chr5	-	78015409	78015548	78020691	78020789	78000524	78003055	78034360	78034445
5450	"ENSG00000250802"	"ZBED3-AS1"	chr5	+	77092491	77092533	77098654	77098747	77089345	77089403	77118319	77118521
5451	"ENSG00000250802"	"ZBED3-AS1"	chr5	+	77092491	77092533	77105655	77105689	77089345	77089403	77118319	77118521
5456	"ENSG00000250802"	"ZBED3-AS1"	chr5	+	77105655	77105689	77118319	77118521	77092491	77092533	77151223	77151386
5457	"ENSG00000285000"	"AC008581.2"	chr5	+	77048160	77048272	77048935	77048987	77046346	77046677	77052705	77052807
5458	"ENSG00000285000"	"AC008581.2"	chr5	+	77048935	77048987	77052705	77052807	77048160	77048272	77053964	77054130
5459	"ENSG00000147419"	"CCDC25"	chr8	-	27748076	27748279	27752511	27752587	27740471	27740517	27756718	27756770
5460	"ENSG00000147419"	"CCDC25"	chr8	-	27748494	27748598	27756718	27756770	27748071	27748279	27762418	27762458
5461	"ENSG00000147419"	"CCDC25"	chr8	-	27748494	27748598	27752511	27752587	27748076	27748279	27762418	27762458
5462	"ENSG00000147419"	"CCDC25"	chr8	-	27752511	27752587	27756718	27756770	27748076	27748279	27762418	27762458
5463	"ENSG00000147419"	"CCDC25"	chr8	-	27752511	27752587	27762418	27762458	27748494	27748598	27772512	27772634
5464	"ENSG00000001084"	"GCLC"	chr6	-	53516108	53516222	53520777	53520960	53514438	53514497	53522414	53522527
5465	"ENSG00000001084"	"GCLC"	chr6	-	53520777	53520960	53522414	53522527	53516108	53516222	53544495	53545033
5466	"ENSG00000157107"	"FCHO2"	chr5	+	72989426	72989501	72990477	72990619	72968497	72968589	72990711	72990864
5467	"ENSG00000157107"	"FCHO2"	chr5	+	72990711	72990864	73015625	73015724	72990477	72990619	73017211	73017282
5468	"ENSG00000157107"	"FCHO2"	chr5	+	73006444	73006549	73015625	73015724	72990711	72990864	73017211	73017308
5469	"ENSG00000157107"	"FCHO2"	chr5	+	73006444	73006549	73017211	73017308	72990711	72990864	73034656	73034701
5470	"ENSG00000254996"	"ANKHD1-EIF4EBP3"	chr5	+	140436103	140436257	140445741	140445975	140401907	140402273	140449210	140449305
5471	"ENSG00000131844"	"MCCC2"	chr5	+	71599658	71599760	71602505	71602633	71596269	71596364	71604355	71604468
5472	"ENSG00000131844"	"MCCC2"	chr5	+	71602505	71602633	71604355	71604468	71599658	71599760	71632120	71632185
5474	"ENSG00000140853"	"NLRC5"	chr16	+	57055432	57055519	57058971	57059061	57055031	57055094	57059466	57059532
5476	"ENSG00000140853"	"NLRC5"	chr16	+	57061617	57061701	57065211	57065298	57061447	57061531	57066533	57066614
5477	"ENSG00000103540"	"CCP110"	chr16	+	19546411	19546474	19547954	19548014	19545816	19545890	19551195	19553400
5478	"ENSG00000148110"	"MFSD14B"	chr9	+	94415157	94415253	94429188	94429251	94374568	94374927	94438400	94438528
5479	"ENSG00000148110"	"MFSD14B"	chr9	+	94438400	94438528	94444963	94445182	94429188	94429251	94446822	94446936
5480	"ENSG00000148110"	"MFSD14B"	chr9	+	94440984	94441099	94444963	94445182	94438400	94438528	94446822	94446936
5481	"ENSG00000148110"	"MFSD14B"	chr9	+	94440984	94441099	94446822	94446936	94438400	94438528	94451455	94451527
5482	"ENSG00000148110"	"MFSD14B"	chr9	+	94451455	94451527	94453957	94454070	94446822	94446936	94456239	94456337
5483	"ENSG00000148110"	"MFSD14B"	chr9	+	94453957	94454070	94456239	94456337	94451455	94451527	94458321	94458464
5484	"ENSG00000148110"	"MFSD14B"	chr9	+	94456239	94456337	94458321	94458464	94453957	94454070	94459160	94461042
5485	"ENSG00000123836"	"PFKFB2"	chr1	+	207070279	207070409	207071187	207071250	207069423	207069528	207071508	207071573
5486	"ENSG00000183474"	"GTF2H2C"	chr5	+	69566130	69566208	69566588	69566625	69565099	69565188	69566966	69567053
5487	"ENSG00000183474"	"GTF2H2C"	chr5	+	69566966	69567053	69572444	69572550	69566588	69566625	69578711	69578802
5488	"ENSG00000183474"	"GTF2H2C"	chr5	+	69567726	69567777	69568152	69568207	69566966	69567053	69572444	69572550
5489	"ENSG00000183474"	"GTF2H2C"	chr5	+	69582365	69582429	69585593	69585697	69579756	69579864	69586253	69586356
5492	"ENSG00000152942"	"RAD17"	chr5	+	69389033	69389145	69391830	69392013	69386395	69386465	69393154	69393240
5493	"ENSG00000152942"	"RAD17"	chr5	+	69396396	69396546	69400048	69400169	69393353	69393500	69410492	69410550
5494	"ENSG00000124615"	"MOCS1"	chr6	-	39913316	39913428	39913773	39913835	39912891	39913004	39916067	39916232
5495	"ENSG00000124615"	"MOCS1"	chr6	-	39913773	39913835	39916067	39916232	39913316	39913428	39925677	39925845
5496	"ENSG00000124615"	"MOCS1"	chr6	-	39916067	39916232	39925677	39925845	39913707	39913835	39934294	39934424
5497	"ENSG00000082397"	"EPB41L3"	chr18	-	5394676	5394793	5395066	5395147	5392380	5393478	5395608	5395707
5498	"ENSG00000082397"	"EPB41L3"	chr18	-	5394676	5394793	5395066	5395147	5392380	5393478	5396200	5396332
5499	"ENSG00000082397"	"EPB41L3"	chr18	-	5394676	5394793	5395608	5395707	5392380	5393478	5396200	5396332
5500	"ENSG00000082397"	"EPB41L3"	chr18	-	5395066	5395147	5395608	5395707	5392380	5393478	5396200	5396332
5501	"ENSG00000082397"	"EPB41L3"	chr18	-	5395066	5395147	5395608	5395707	5394676	5394793	5396200	5396332
5502	"ENSG00000082397"	"EPB41L3"	chr18	-	5395608	5395707	5396200	5396332	5392385	5395147	5397057	5397426
5503	"ENSG00000082397"	"EPB41L3"	chr18	-	5398020	5398143	5400968	5401043	5397057	5397426	5406776	5406968
5507	"ENSG00000112851"	"ERBIN"	chr5	+	66050782	66050966	66053405	66054951	66048666	66048781	66076315	66076408
5509	"ENSG00000005156"	"LIG3"	chr17	+	34983001	34983552	34985987	34986131	34980511	34980597	34989465	34989663
5510	"ENSG00000005156"	"LIG3"	chr17	+	34990962	34991114	34991670	34991837	34989465	34989663	34991957	34992035
5511	"ENSG00000005156"	"LIG3"	chr17	+	35001256	35001403	35001908	35002104	34999781	34999856	35002667	35002789
5512	"ENSG00000088986"	"DYNLL1"	chr12	+	120488116	120488177	120493802	120493925	120469856	120470104	120495283	120495437
5514	"ENSG00000100320"	"RBFOX2"	chr22	-	35756104	35756144	35759887	35760020	35746472	35746561	35761201	35761294
5515	"ENSG00000100320"	"RBFOX2"	chr22	-	35756104	35756144	35759887	35760032	35746472	35746561	35761201	35761294
5516	"ENSG00000100320"	"RBFOX2"	chr22	-	35768256	35768349	35778024	35778078	35765422	35765483	35781599	35781743
5517	"ENSG00000100320"	"RBFOX2"	chr22	-	35809779	35810004	35938846	35938897	35781599	35781746	36028239	36028824
5518	"ENSG00000113593"	"PPWD1"	chr5	+	65569631	65569732	65571838	65572286	65567512	65567615	65576878	65577069
5519	"ENSG00000086189"	"DIMT1"	chr5	-	62402035	62402122	62403272	62403346	62398819	62398881	62403693	62403891
5520	"ENSG00000158079"	"PTPDC1"	chr9	+	94064733	94064821	94101565	94101751	94030793	94031127	94104274	94104385
5521	"ENSG00000158079"	"PTPDC1"	chr9	+	94064733	94064821	94104274	94104385	94030793	94031127	94107827	94109856
5522	"ENSG00000158079"	"PTPDC1"	chr9	+	94095316	94095454	94104274	94104385	94088144	94088263	94107827	94109842
5523	"ENSG00000158079"	"PTPDC1"	chr9	+	94097320	94098579	94101565	94101751	94095316	94095454	94104274	94104385
5524	"ENSG00000158079"	"PTPDC1"	chr9	+	94101565	94101751	94104274	94104385	94097320	94098579	94107827	94109842
5525	"ENSG00000167766"	"ZNF83"	chr19	-	52614657	52614797	52635065	52635153	52594059	52594304	52655560	52655687
5526	"ENSG00000167766"	"ZNF83"	chr19	-	52618935	52619062	52635065	52635153	52594150	52594304	52655560	52655687
5527	"ENSG00000172878"	"METAP1D"	chr2	+	172061497	172061655	172065603	172065752	171999952	172000009	172066263	172066306
5528	"ENSG00000179152"	"TCAIM"	chr3	+	44361364	44361518	44367531	44367708	44357740	44357876	44392854	44392977
5529	"ENSG00000179152"	"TCAIM"	chr3	+	44367455	44367708	44392854	44392977	44361364	44361518	44396399	44396497
5530	"ENSG00000179152"	"TCAIM"	chr3	+	44367531	44367708	44392854	44392977	44361364	44361518	44396399	44396497
5531	"ENSG00000179152"	"TCAIM"	chr3	+	44392854	44392977	44396399	44396497	44367455	44367708	44396742	44396834
5532	"ENSG00000013375"	"PGM3"	chr6	-	83175961	83176060	83178672	83178756	83174373	83174487	83179809	83179967
5533	"ENSG00000013375"	"PGM3"	chr6	-	83178672	83178756	83179809	83179967	83175961	83176060	83181735	83181931
5534	"ENSG00000186470"	"BTN3A2"	chr6	+	26367989	26368050	26368177	26368267	26365169	26365217	26368564	26368912
5536	"ENSG00000186470"	"BTN3A2"	chr6	+	26372896	26373097	26373275	26373296	26370321	26370603	26373386	26373413
5537	"ENSG00000181929"	"PRKAG1"	chr12	-	49003143	49003290	49003756	49003922	49002273	49003006	49004506	49004633
5538	"ENSG00000181929"	"PRKAG1"	chr12	-	49003143	49003290	49003756	49003922	49002639	49003006	49004963	49005018
5539	"ENSG00000181929"	"PRKAG1"	chr12	-	49003557	49003595	49003756	49003922	49003143	49003290	49004963	49005018
5540	"ENSG00000181929"	"PRKAG1"	chr12	-	49003557	49003595	49004506	49004633	49003143	49003290	49004963	49005018
5541	"ENSG00000181929"	"PRKAG1"	chr12	-	49003756	49003922	49004506	49004633	49003143	49003290	49004963	49005018
5544	"ENSG00000143776"	"CDC42BPA"	chr1	-	227023262	227023347	227026054	227026152	227016926	227017050	227028656	227029250
5546	"ENSG00000143776"	"CDC42BPA"	chr1	-	227051880	227051985	227068653	227068701	227047926	227048010	227069776	227069853
5548	"ENSG00000143776"	"CDC42BPA"	chr1	-	227059372	227059411	227068653	227068701	227047926	227048010	227069776	227069853
5549	"ENSG00000277149"	"TYW1B"	chr7	-	72713620	72713798	72744483	72744601	72694686	72694822	72777415	72777533
5550	"ENSG00000277149"	"TYW1B"	chr7	-	72728821	72728931	72744483	72744601	72713620	72713798	72777415	72777533
5551	"ENSG00000277149"	"TYW1B"	chr7	-	72810470	72810665	72815379	72815481	72807065	72807356	72826854	72826985
5552	"ENSG00000049883"	"PTCD2"	chr5	+	72322171	72322264	72326611	72326741	72320372	72320509	72331257	72331375
5553	"ENSG00000049883"	"PTCD2"	chr5	+	72322171	72322264	72326611	72326741	72320387	72320509	72335017	72335096
5555	"ENSG00000049883"	"PTCD2"	chr5	+	72326611	72326741	72335017	72335096	72322171	72322264	72335793	72335885
5559	"ENSG00000205309"	"NT5M"	chr17	+	17323184	17323245	17344793	17344926	17306542	17306643	17346804	17346858
5560	"ENSG00000205309"	"NT5M"	chr17	+	17323184	17323245	17344793	17344908	17306542	17306643	17346804	17347663
5561	"ENSG00000179588"	"ZFPM1"	chr16	+	88514386	88514520	88526813	88526916	88489030	88489153	88528031	88528238
5562	"ENSG00000251141"	"MRPS30-DT"	chr5	-	44777908	44777992	44785048	44785181	44777065	44777328	44786825	44786952
5564	"ENSG00000172239"	"PAIP1"	chr5	-	43536818	43536944	43538923	43539035	43535533	43535640	43543003	43543116
5565	"ENSG00000172239"	"PAIP1"	chr5	-	43538923	43539035	43543003	43543116	43536818	43536944	43547727	43547913
5566	"ENSG00000172239"	"PAIP1"	chr5	-	43543003	43543116	43547727	43547913	43536818	43536944	43555829	43555999
5567	"ENSG00000172239"	"PAIP1"	chr5	-	43543003	43543116	43547727	43547913	43538923	43539035	43555829	43555999
5568	"ENSG00000113300"	"CNOT6"	chr5	+	180567848	180568003	180569109	180569340	180567087	180567242	180571229	180571432
5569	"ENSG00000113300"	"CNOT6"	chr5	+	180569109	180569340	180571229	180571432	180567848	180568003	180573987	180578347
5574	"ENSG00000105875"	"WDR91"	chr7	-	135186971	135187169	135188432	135188545	135183838	135186315	135189343	135189452
5575	"ENSG00000105875"	"WDR91"	chr7	-	135193577	135193672	135194933	135195084	135193230	135193399	135196143	135196337
5576	"ENSG00000083312"	"TNPO1"	chr5	+	72887069	72887222	72888077	72888303	72883063	72883232	72889785	72889957
5577	"ENSG00000083312"	"TNPO1"	chr5	+	72887069	72887222	72889785	72889957	72883063	72883232	72891809	72891896
5578	"ENSG00000083312"	"TNPO1"	chr5	+	72888077	72888303	72889785	72889957	72887069	72887222	72891809	72891896
5579	"ENSG00000083312"	"TNPO1"	chr5	+	72889785	72889957	72891809	72891896	72888077	72888303	72893138	72893246
5580	"ENSG00000108039"	"XPNPEP1"	chr10	-	109891721	109891826	109893011	109893075	109888502	109888595	109894015	109894110
5581	"ENSG00000108039"	"XPNPEP1"	chr10	-	109891721	109891826	109893011	109893075	109888502	109888595	109907690	109907815
5582	"ENSG00000108039"	"XPNPEP1"	chr10	-	109891721	109891826	109893011	109893075	109888502	109888595	109915010	109915099
5583	"ENSG00000108039"	"XPNPEP1"	chr10	-	109891721	109891826	109915010	109915099	109888502	109888595	109923401	109923431
5584	"ENSG00000108039"	"XPNPEP1"	chr10	-	109893011	109893075	109894015	109894110	109891721	109891826	109907690	109907815
5586	"ENSG00000108039"	"XPNPEP1"	chr10	-	109893011	109893075	109915010	109915099	109891721	109891826	109923401	109923431
5587	"ENSG00000108039"	"XPNPEP1"	chr10	-	109893011	109893075	109907690	109907815	109891721	109891826	109923401	109923511
5588	"ENSG00000108039"	"XPNPEP1"	chr10	-	109894015	109894110	109907690	109907815	109893011	109893075	109915010	109915099
5589	"ENSG00000108039"	"XPNPEP1"	chr10	-	109907690	109907815	109915010	109915099	109891721	109891826	109923401	109923511
5590	"ENSG00000048140"	"TSPAN17"	chr5	+	176656699	176656816	176656894	176656956	176656077	176656125	176657517	176657618
5591	"ENSG00000048140"	"TSPAN17"	chr5	+	176656699	176656816	176656894	176656924	176656077	176656125	176657517	176659053
5592	"ENSG00000138640"	"FAM13A"	chr4	-	88938087	88938241	88990972	88991150	88906378	88906462	89020459	89020669
5593	"ENSG00000112983"	"BRD8"	chr5	-	138161795	138161864	138162053	138162146	138160890	138161068	138163129	138163344
5594	"ENSG00000112983"	"BRD8"	chr5	-	138162053	138162146	138163129	138163344	138161795	138161864	138163586	138163643
5595	"ENSG00000112983"	"BRD8"	chr5	-	138163129	138163344	138163586	138163643	138162053	138162146	138164319	138164413
5596	"ENSG00000112983"	"BRD8"	chr5	-	138172064	138172134	138177570	138177667	138171360	138171410	138178595	138178630
5597	"ENSG00000256061"	"DNAAF4"	chr15	-	55491122	55491256	55497711	55497810	55466960	55467161	55498206	55498369
5598	"ENSG00000020633"	"RUNX3"	chr1	-	24907258	24907417	24919239	24919344	24899510	24902666	24927573	24927730
5599	"ENSG00000020633"	"RUNX3"	chr1	-	24919239	24919344	24927573	24927730	24907258	24907417	24929586	24929852
5600	"ENSG00000020633"	"RUNX3"	chr1	-	24927573	24927730	24929586	24929852	24919239	24919344	24964513	24964668
5601	"ENSG00000132003"	"ZSWIM4"	chr19	+	13812996	13813164	13814514	13814865	13809069	13809220	13817215	13817353
5602	"ENSG00000132003"	"ZSWIM4"	chr19	+	13817721	13817976	13819356	13819492	13817215	13817353	13823345	13823500
5603	"ENSG00000132003"	"ZSWIM4"	chr19	+	13819356	13819492	13823345	13823500	13817721	13817976	13825549	13825713
5604	"ENSG00000132003"	"ZSWIM4"	chr19	+	13823345	13823500	13825549	13825713	13819356	13819492	13828644	13828726
5605	"ENSG00000079215"	"SLC1A3"	chr5	+	36676891	36677184	36679626	36679860	36674048	36674091	36680394	36680589
5606	"ENSG00000079215"	"SLC1A3"	chr5	+	36679626	36679860	36680394	36680589	36676891	36677184	36686064	36688332
5607	"ENSG00000145604"	"SKP2"	chr5	+	36163644	36163756	36166518	36166662	36152770	36153042	36168312	36168447
5608	"ENSG00000145604"	"SKP2"	chr5	+	36163644	36163756	36166518	36166662	36152770	36153042	36171602	36171733
5609	"ENSG00000145604"	"SKP2"	chr5	+	36163644	36163756	36170343	36170442	36152770	36153042	36171602	36171733
5610	"ENSG00000145604"	"SKP2"	chr5	+	36166518	36166662	36170343	36170442	36152770	36153042	36171602	36171733
5611	"ENSG00000145604"	"SKP2"	chr5	+	36166518	36166662	36168312	36168447	36163644	36163756	36170343	36170442
5612	"ENSG00000114631"	"PODXL2"	chr3	+	127639244	127639523	127668440	127668597	127629184	127629289	127669140	127669202
5613	"ENSG00000137693"	"YAP1"	chr11	+	102209516	102209564	102223621	102223752	102205892	102206086	102229701	102233423
5614	"ENSG00000113460"	"BRIX1"	chr5	+	34918363	34918475	34919839	34919883	34915676	34915897	34922216	34922287
5615	"ENSG00000101911"	"PRPS2"	chrX	+	12810021	12810146	12819506	12819680	12809233	12809332	12820643	12820803
5616	"ENSG00000169118"	"CSNK1G1"	chr15	-	64216561	64216713	64251511	64251581	64214082	64214124	64300318	64300723
5617	"ENSG00000169118"	"CSNK1G1"	chr15	-	64259200	64259241	64300318	64300723	64251511	64251581	64355987	64356132
5618	"ENSG00000150712"	"MTMR12"	chr5	-	32270816	32270947	32273979	32274122	32268700	32268794	32312757	32312987
5619	"ENSG00000165819"	"METTL3"	chr14	-	21499305	21499371	21499491	21499600	21499024	21499137	21500912	21501129
5620	"ENSG00000165819"	"METTL3"	chr14	-	21499305	21499371	21499763	21499802	21499024	21499137	21500912	21501129
5621	"ENSG00000165819"	"METTL3"	chr14	-	21499305	21499371	21500494	21500682	21499024	21499137	21500912	21501129
5622	"ENSG00000165819"	"METTL3"	chr14	-	21499491	21499600	21499763	21499802	21499024	21499137	21500912	21501129
5623	"ENSG00000165819"	"METTL3"	chr14	-	21499491	21499600	21500494	21500682	21499024	21499137	21500912	21501129
5624	"ENSG00000165819"	"METTL3"	chr14	-	21499491	21499600	21500912	21501129	21499305	21499371	21503172	21503577
5625	"ENSG00000165819"	"METTL3"	chr14	-	21499763	21499802	21500494	21500682	21499024	21499137	21500912	21501129
5626	"ENSG00000165819"	"METTL3"	chr14	-	21499763	21499802	21500494	21500682	21499491	21499600	21500912	21501129
5627	"ENSG00000187626"	"ZKSCAN4"	chr6	-	28246968	28247092	28248066	28248149	28241696	28245975	28249686	28249834
5628	"ENSG00000187626"	"ZKSCAN4"	chr6	-	28248066	28248149	28249686	28249834	28246968	28247092	28251557	28252269
5629	"ENSG00000165416"	"SUGT1"	chr13	+	52653045	52653103	52657531	52657622	52652838	52652958	52658398	52658468
5630	"ENSG00000165416"	"SUGT1"	chr13	+	52666811	52666919	52676229	52676320	52665636	52665733	52679973	52680155
5631	"ENSG00000165416"	"SUGT1"	chr13	+	52676229	52676320	52679973	52680155	52666811	52666919	52687733	52687872
5632	"ENSG00000157916"	"RER1"	chr1	+	2397115	2397220	2400856	2400935	2394004	2395871	2402206	2402342
